"author","comment","commentsCount","pageUrl","replyCount","title","type","videoID","voteCount"
"@nelson0956","Who’s here after Trump won the election 😂 ?","7978","https://youtu.be/Z1yBM1mheU4","2","Trump (Mark Angel Comedy) (Episode 203)","comment",,"40"
"@Suzepovs","N  word 😅","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@nonhlanhlamashabane2440","You make me laugh to much 🤣 😂😂😂😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@RashNash-f6i","Everything really is smelling 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@RandomGuy-xb4ez","You guys have to do a part 2 now 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@nadiatou313","😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@jaheim8827","a lot better than this","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@IsomaIsoken","Denilson always do one thing to put himself in trouble the guy is very funny","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@OfentseMotsepe-z4o","😅😅😅","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ClarenceNya","Me","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@BadEvil-y1r","I wish they never part ways","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@jeraigwapa9298","Anyone here watching 2024 for old videos of mark angel❤🇵🇭","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@wesleytibihenda5094","Little girl what's your name again?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ATTSSYF","Denilson! Great actor! You all are good!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@lemxminecraftandmemes4721","W","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ZainuddinJhens-ru8gb","Biar2 ara bang ku like this😁😁😁😁","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@JoshuaWafula-t2e","My favourite denilson","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ShaneyzTuru","Shu shu men,shu,i want to be trump, imma use that😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@EmilyMagego","am here 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@Makaylor","😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@peninahkavisa3666","Shu shu men 😂😂 2024 I'm back here Denilson never disappoints","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@penetamostivane8009","Is there anyone here in 2024?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Ricklet0ons","This aged very well","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@KhoabaneNkome","Me","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@wangwarsankhil5321","Am here in 2024 September","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@piusconnection","ooooohhhh","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@alphastoure4841","0:58 ""you guys still live here""😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@tekkzseneator","is ugarte deal done","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@farxiyoyuusufhoobiyahakulu9043","He.  Said.  Your.  Room.   Is.  Dead😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@shimasopa1843","Mark angel is a bad guy..","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@hamprebugoydeguzman7523","Now.","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@AsingwirePeace","I love your videos so much I’m mother","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Abdul-AzizKolley","What the hell","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@musaadamu2840","Anyone here in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Mzee_Bughaa","Shuuu men 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@constructivetv6436","Definitely he mad for sure when he takes six of those","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@constructivetv6436","So how come he come back and still live there?😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@BaboucrrSarr","2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@adesege1025","This is when Denilson used to come back anytime he needs 100k. Denilson na hustler while Mark is a confirm reaper.","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@vida7993","So K. Brown also left Mark Angel comedy.","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@TTskits","No","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@TinoMtde","my friend keep quiet","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@FaustinaAppoh-i1b","I think this guy has been complaining about the comedy not paying them in more of their videos","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Ericxhostar","Who is here in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@SamsonEgba-y3m","Anybody here 2024?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@iam_adedayo","If what Denilson said is true about Mark Angel, then Mark is really a ripper  💯","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@FavyBea","Omo 😢😢 see their views as of then","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Jiggy_CFR","""Did comedy stop giving you guys money""?

And Mark smiled, knowing that in real life, Denilson is the one who comedy is actually not giving money🤣🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","5","Trump (Mark Angel Comedy) (Episode 203)","comment",,"20"
"@SabiGirlDrama","Team 2024 but true true nor be all watin delnison said na true 😂😂😅😅😅","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Ogyoung1","😂😂😂😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@attagbozo","Mark Why u alone chop all the money?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@GabrielObiabo","Who here to watch TB after Honest bunch podcast","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"4"
"@Tonycantana","Omo this no be comedy o na real life","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@wabsonwabson9358","This is hillarious! 😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@realiable","Wish denni is back on 2024 .. markoooooooooo please bring him  back , he is goooodoooo n deserve better.. support him back please..","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@FrancisCauthen","He's probably not","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@FrancisCauthen","That girl is always up to something","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@FrancisCauthen","Well why are you doing back there","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@FrancisCauthen","He's sounds like he's gay","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@WhollyShadreck-xb2nx","😅😅😅😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@KaileeVictorin","Me","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@AaronMwiinga-jl1ew","😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@joshuakepler","Normally. He will exaggerate something for theatrics but part of what he said is the truth","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@KurdemAnderw-rz9cf","Meee😂😮","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@Stephanie-tj8sn","This is still my fav mark angel vid😭😭","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Yfndom15","You guys backward 😂😂 dis is trump😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@surakatakandeh8248","This is Trump men 😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@sarawatswife","It's 2024 and I'm still laughing at ""oh my nigga Mark"" 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","2","Trump (Mark Angel Comedy) (Episode 203)","comment",,"15"
"@Zaza-o1d","Hi. How are you doing today","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@dmvdemba2999","🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@SamadAdebayo-db7ov","I really miss denilson too ..did you guys fight 😮😮why are you guys not been together again","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@SamadAdebayo-db7ov","Who’s here again in 2024 😂😂😂it been a long time ….","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@johnizoboy","Anyone here in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Khaipieimi","Me i will love to watch mark and his teams forever i really miss them they are the best of best","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ceedana","OMG 
😁😁😁😁😁😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@adamudennis8898","I love that they mention Ghana 🇬🇭 In some videos i am from Ghana🇬🇭🇬🇭","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@JayDrop-gz3gp","Secret with Emmanuela😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@mariabrusch3354","Anyone here in 2024😂❤","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@FrancisCauthen","U forgot where you come from","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@FrancisCauthen","Why is he back there probably don't have any were to stay","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@PalesaMatene","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@RockyRajkumar-yg1ee","Trump has killed me oh...😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@alexandrelobato2071","I miss Denilson with them😢","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@mammaman8400","Denison was acting from his pain😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"6"
"@Mzee_Bughaa","😂😂the line ate","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"2"
"@Jiggy_CFR"," @Mzee_Bughaa  Thank you 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@Jiggy_CFR"," @mammaman8400  Swears🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@Mzee_Bughaa"," @Jiggy_CFR  😂😂🗿 welcome","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"2"
"@Offical.mm200","Ye","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@Ablockin4eva","The fact he had audicity to say that is outrageous","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@Ruby214-yt3wn","😢Me","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@TemitopeDimple","You are doing Wizkid","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Rougevestore","who else is here after Denilson's live video about Maek Angel?","7978","https://youtu.be/Z1yBM1mheU4","5","Trump (Mark Angel Comedy) (Episode 203)","comment",,"36"
"@YgmlinYgmlin","😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@thomassevou7561","It's 2024 and we miss Denilson igwe ❤","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@sheesh7684","N word","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@danilloconnery2841","Trump? You mean Donald Trump? Unless you will get bomb by smelling him like dustbin🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@sokunven4465","2024 i'm still watching old video😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@MEPON-G11","This type of classic video we missed...😢😢","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ndlandlamukowanga","😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@pulsesz1953","Trump  baby 🤣🤣🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Blankfanta0","""They way he said oh my nigga mark you are still the same"".  (Fyi im black so yeh)","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ntanganedzenimmaphaha","2024

Earth is smelling 🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@SmiLyGaGaNaaNdCraZyNuShNa","yes","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@MrsoeMyint-b1s","Lol 😂 i’m still watching 2024😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@CTFB_KAB260X","""Oh my nigga mark"" Nah Denilson you good?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Angela18062","I'm here😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@michaelmonter4050","Im watching right now","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Fcmobile-m8v","😂😂😂😂😂😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@thekingdomprayerlifewithkelly","Am going to call the popo😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@ayubmuriuki8486","🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪 2024 little emmanuella 😂😂😂 now the big girl","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@alphansogeorgedivinekalama2369","That's me right there 😅,
The story is disheartening","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@fashmovies247","me oh","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@EtukokwuIfechukwu","Me too","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"1"
"@UjunwafavourGodwin","Me oo😢","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@Rougevestore"," @alphansogeorgedivinekalama2369  There are always 2 sides to a story.
There might be spme truths about all he said, but the other party may also have some hidden truths aswell.","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","reply",,"0"
"@francisakpa2706","Denilson is mad oooooo","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@victorstrange23","Still blasting in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@mr.patrick250","😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@BettyGomez-qd9tg","Me","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@dreamers2361","😂😂😂 my nigga Mark","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@IshaSagnia","Let’s give a round of applause to Mark Angel for making us laugh, and whenever was sad, he always makes us happy. Let’s give him a big round of applause, ladies and gentlemen.❤❤❤❤❤❤❤❤😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@sylvestermogire7134","2024 anyone??🌹🌹🌹","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@HaKhuiShingg","2024💗💗","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@nega_the0","anyone here in 2024? ✨","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@Alphachad.913","2024 😂😂😂 still laughing","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@roseaihimegbe","😅😅","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@iwantviewss","2024?","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@elizabetholuwatoyinaiyedog3171","I mount new shows now","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@egg3171","Anyone here 2024??? 😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"3"
"@Muss-rc9gx","Hi😢😢😢😢😢😢kkkkkk","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@KanjimongKanjimong","It's 2024 ohh 😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@okeykid780okea9","He said my nigga😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@yjfgcg25","Oh my n gga mark lol","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@okuhmchile","Is anyone from 2030??","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@DiyaPrithviraj","Skip 2020 anyone 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"3"
"@LifewithMahendra","Anyone 2024😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@BobbyKoome","I like the way Uzzy tells Denison that your room is there😂😂😂🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@musipiliberio1563","2024😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@mohPog","2024😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"2"
"@nangonziLillian-zy5ex",""" You look like a mad man "" 🤣🤣🤣🤣","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Nicholas-fr5gf","Anyone here in 2024😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","3","Trump (Mark Angel Comedy) (Episode 203)","comment",,"22"
"@wichamnewmai","Anyone here in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@itstheweirdo3604","Who’s here in 2024 🤣","7978","https://youtu.be/Z1yBM1mheU4","7","Trump (Mark Angel Comedy) (Episode 203)","comment",,"76"
"@munezerondayisaba5174","Kanye Kanye baby 😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@ElizabethMenz","Anyone here 2024 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"5"
"@Bruce88888","He said the N word 😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@chrisnick-cy1lm","ANYONE HERE IN 2024 LOOKING BACK AT THE OG VIDS❤❤❤","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@IvankalimonLimon","Anyone in 2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@JORAM646","What is smelling 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 He is mado😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@haziqsaffari9893","He will be fine after he washes his face.😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@tbaby5872","😂😂😂😂😂😂😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@tbaby5872","I’m Cameroonian","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@watermelnom","Who else is here in 2024","7978","https://youtu.be/Z1yBM1mheU4","56","Trump (Mark Angel Comedy) (Episode 203)","comment",,"491"
"@kawaiistrxwberr1es","Donald Trump😂 One time he was doing Kanye West style.😂😂😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@jasminefahie370","2024 anyway 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
"@K_jezy13","Imagine Ojo in one of these videos 😂","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@jojomatike2469","2024","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@albertinehanhele3953","Anyone here in 2024","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Zaricute","Emanuela you're good at these  plans 😂😂❤❤","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Zaricute","😂😂😂 uncle  denilson  your  really  mad","7978","https://youtu.be/Z1yBM1mheU4","0","Trump (Mark Angel Comedy) (Episode 203)","comment",,"1"
"@Ibyg-h7r","The fact denilson  said the n word 😂","7978","https://youtu.be/Z1yBM1mheU4","1","Trump (Mark Angel Comedy) (Episode 203)","comment",,"0"
